"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"802","a not so lonely college boy",20228,566,17007,271,NA,"omar",2015-02-14 00:22:08,FALSE,FALSE,"perfumeidiot","High By The Beach","en","3018964988",6,FALSE,"http://pbs.twimg.com/profile_images/832403123540889601/GNNvSgD0_normal.jpg"
"803","Feminism. Human rights. Equality. Music. Paintings. Food. Nature. Animals. Dreams.
Conchita in my <U+2764>
#theunstoppables #ateam #Fi #RefugeesWelcome #LoveTrumpsHate",37580,408,42525,194,NA,"Julia",2014-04-18 22:09:36,FALSE,FALSE,"CherryRosaPie","Sweden","sv","2493206733",143,FALSE,"http://pbs.twimg.com/profile_images/817182077783277569/nC9UiBpD_normal.jpg"
"804","<U+2640> See no evil. Hear no evil. Speak no evil. 2008<U+221E> ~ hufflepuff",94447,2603,423,2859,NA,"regina phalange",2011-05-09 20:11:14,FALSE,FALSE,"FightOnGaga","SEPT2ND12DK + SEPT27TH14DK","en","295871245",73,FALSE,"http://pbs.twimg.com/profile_images/804073897431826432/MRoAjNLe_normal.jpg"
"805","<U+2661>  @ArianaGrande <U+2661> || #EVOlution @SabrinaAnnLynn follow me at 14/10/2016 || #DangerousWomanTour",8682,748,4623,986,"https://t.co/3OmQampmGD","Peter<U+263D>",2015-12-29 15:26:38,FALSE,FALSE,"arianasosadx","Honeymoon <U+00E3>ve.","pt","4644308369",7,FALSE,"http://pbs.twimg.com/profile_images/828261382558728192/kdrip3Iv_normal.jpg"
"806","NY'er, yankees! patriots all day! rangers hockey! them knicks! HUGE batman fan! WWE/UFC fan, PS4, @eminem probably saved my life a few times",224712,830,1499,324,"https://t.co/GoIZbO5Bvj","A. Lara",2009-08-19 00:36:36,FALSE,FALSE,"nyerkid625","that 7 train, queens NY","en","66855536",58,FALSE,"http://pbs.twimg.com/profile_images/822496402379067395/juuUUhId_normal.jpg"
"807","future composer/music producer//current percussion performer",21544,543,11557,421,"https://t.co/9Gx2xToFkk","defeated",2013-11-21 23:29:40,FALSE,FALSE,"_waterfaII","the ville ","en","2190583258",5,FALSE,"http://pbs.twimg.com/profile_images/823520266970079233/yMQxFBD5_normal.jpg"
"808","SUKiYO ~ @LadyGaga + #KristenStewart + #Supernatural + #AmericanHorrorStory + Others + Films + Horrors + Comedies",98878,470,269,238,"https://t.co/NY6RwYy8n7","Nanna S. Carlsen",2009-06-06 14:47:34,FALSE,FALSE,"DogPawDK","DK","en","45142018",61,FALSE,"http://pbs.twimg.com/profile_images/802985110815571968/hBcyGiZr_normal.jpg"
"809","fine art student//uk",7452,315,6508,503,"https://t.co/EcRQiA4atb","connor",2012-11-03 18:45:42,FALSE,FALSE,"connorshields69","Leeds, England","en","923794902",3,FALSE,"http://pbs.twimg.com/profile_images/827636525504614401/LkqJ8TKO_normal.jpg"
"810","<U+2606>",24452,1078,17517,584,NA,"L a r i s s a",2016-12-05 21:38:27,FALSE,FALSE,"lloves5h"," 5h3 <U+2022> ot5 <U+2022> cc1","pt","805889092949049345",8,FALSE,"http://pbs.twimg.com/profile_images/832770219445669888/Yc9xs1pF_normal.jpg"
"811","Beautiful and modest young woman - office manager....My life credo is no matter what happens just stay yourself and enjoy your life)",5065,5820,4064,5681,NA,"Jennifer Legette",2016-03-31 13:44:55,FALSE,FALSE,"LegetteJennifer","San Diego, CA","en","715535347682316289",58,FALSE,"http://pbs.twimg.com/profile_images/715550333443973121/ARg--tq1_normal.jpg"
"812","..... brb waiting for an album.",187023,1070,21927,282,NA,"Lud",2015-03-05 01:26:13,FALSE,FALSE,"EmotionKarla","Argentina ","es","3071335655",38,FALSE,"http://pbs.twimg.com/profile_images/832275279095689217/D1eg71jN_normal.jpg"
"813","#PERFECTILLUSION",3856,282,6943,919,"https://t.co/RpcYFw3d4U","charly Ella",2010-01-22 00:38:00,FALSE,FALSE,"DhErYeLlA","Paris","fr","107257255",9,FALSE,"http://pbs.twimg.com/profile_images/800838929784127489/pqCEooF1_normal.jpg"
"814","Fifth Harmony, The Walking Dead, Scream Queens, AHS, Supergirl, Glee, Grey's Anatomy, The Fosters and.. whatever  

Antes @xfucking_dope",5031,141,103,149,NA,"Ale<ed><U+00A0><U+00BC><ed><U+00B7><U+00BB><ed><U+00A0><U+00BC><ed><U+00B7><U+00AA>",2016-12-05 12:52:10,FALSE,FALSE,"fckjergi","Venezuela","es","805756650741178368",2,FALSE,"http://pbs.twimg.com/profile_images/822074727153958912/DN-PjzKT_normal.jpg"
"815","Mons<U+2020>er Since 2008 
<U+2020>BTWBall Paris  22/09/2012 
<U+2020> artRAVE Paris  24/11/2014 
<U+2020> Joanne World Tour Paris 6&7/10/2017

Followed by @ladygaga <U+2665>
S<U+00E9>ries Addict'",74794,1494,141,411,"https://t.co/VEpgnYiJbF","#JWT Paris 6&7/10",2011-08-05 04:41:19,FALSE,FALSE,"FloVanDeKamp","Wisteria Lane ","fr","348882094",45,FALSE,"http://pbs.twimg.com/profile_images/822759051301978112/kl_2cy6D_normal.jpg"
"816","",7538,92,8046,571,NA,"Frida Yadira",2009-07-08 04:39:50,FALSE,FALSE,"yytirado","San Diego, CA","en","54800091",48,FALSE,"http://pbs.twimg.com/profile_images/798767686217891840/H2aCuScB_normal.jpg"
"817","Social Selling Influencer / Public Speaker / Career Advice. https://t.co/NUP8otaHZl",17282,13632,663,14710,"https://t.co/8oYh38lTch","Alejandro Cabral",2009-03-05 12:47:14,FALSE,FALSE,"AleCabral","Argentina","en","22914266",572,FALSE,"http://pbs.twimg.com/profile_images/759845356033089536/jM6PvenP_normal.jpg"
"818","@ladygaga x @selenagomez <U+269C> Gaga followed: 26/08/2015 <U+269C> Mentioned 2x: 18/07/2015",139668,4704,110199,1975,"https://t.co/m0kVpkDxxP","Fizzy",2010-04-17 20:41:46,FALSE,FALSE,"iWant_Gaga","Gaga Follows","en","134230472",60,FALSE,"http://pbs.twimg.com/profile_images/829762125757284352/52nW0Fu1_normal.jpg"
"819","My love is the one.",37861,827,30089,214,"https://t.co/FDZoPb3PSA","Judas",2012-09-12 19:05:24,FALSE,FALSE,"mat_loves_lana","The Altar","en","820172750",17,FALSE,"http://pbs.twimg.com/profile_images/786957072525041664/_Yz0TrGM_normal.jpg"
"820","| STOP THE DRAMA, START THE MUSIC | Gaga | tweet casado con @srtopico",22048,2787,39010,1291,"https://t.co/vBMRqT3y6E","Osuka",2012-04-28 13:46:28,FALSE,FALSE,"OskarGomez","Madrid","es","565456402",36,FALSE,"http://pbs.twimg.com/profile_images/823934223618899968/-AQVrI-A_normal.jpg"
"821","Whatsapp 49 998092325",1796,156,209,451,NA,"andy pereira",2010-11-12 05:17:00,FALSE,FALSE,"andypesan","Capinzal","pt","214768007",8,FALSE,"http://pbs.twimg.com/profile_images/825462091909705728/P3fgWOWI_normal.jpg"
"822","",4967,33,0,25,"http://t.co/DX9HHpV1mW","Belinda Anderson",2012-05-17 21:33:54,FALSE,FALSE,"VermontNaturalF","Randolph, Vermont","en","583164338",0,FALSE,"http://pbs.twimg.com/profile_images/831050001061122048/csUl7RDY_normal.jpg"
"823","Fashion Photography is my passion. Music is the way of life. Be a creative person and make the world shine.",7823,97,1947,173,NA,"Alex4Little_Monster",2013-10-16 13:09:28,FALSE,FALSE,"CraigAlexBarlow","England","en","1964755496",4,FALSE,"http://pbs.twimg.com/profile_images/796535759834677248/R-jzm7RN_normal.jpg"
"824","Reference & Advocate Programs, Customer Experience and Evangelist, Owner of Texas Reptile and Small Animal Rescue, educator, and TV Star!   Opinions are mine.",10361,916,70,1004,"http://t.co/4o8oeNNLOg","Kim Ellis",2009-09-18 18:50:02,FALSE,FALSE,"kimberleeellis","Houston, Texas, USA","en","75353929",374,FALSE,"http://pbs.twimg.com/profile_images/693116165325873152/Uh5F8lKx_normal.jpg"
"825","Me han cambiado sin saber por qu<U+00E9> pero s<U+00E9> que NO por algo mejor.",32585,960,23852,691,"https://t.co/pWjE2l0IuH","Fuck You<U+00A1>",2011-06-03 19:43:00,FALSE,FALSE,"Xafoidiano","Universo imaginario","es","310455442",21,FALSE,"http://pbs.twimg.com/profile_images/786835556344954880/2j9SqKba_normal.jpg"
"826","Lady Gaga I The Killers I Lana del Rey",10376,215,17267,278,NA,"<U+264F> Karen",2012-09-06 21:08:00,FALSE,FALSE,"KillerQueen21","Tx","en","807600378",5,FALSE,"http://pbs.twimg.com/profile_images/828471092314451968/50EmrerS_normal.jpg"
"827","the bridge jumping friend your parents warned you about",6463,512,9869,503,NA,"Hanna Marie Parker",2013-09-06 01:31:28,FALSE,FALSE,"22422Marie","Bohemian Grove ","en","1733656057",2,FALSE,"http://pbs.twimg.com/profile_images/822643409835982849/WLJEB6pj_normal.jpg"
"828","this too, shall pass.",9658,65,0,93,NA,"Alois",2016-10-19 12:08:16,FALSE,FALSE,"shinkuXzetsubou","Camp Jupiter","en","788713371457560576",8,FALSE,"http://pbs.twimg.com/profile_images/828179974171471877/pINEzlJo_normal.jpg"
"829","Media Studies Major|Political Science Minor|Radio Minor|Drama Minor| UNC-Greensboro| Staff Writer for The Carolinian Newspaper| Hope For It <U+270C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>",6114,287,3147,259,"https://t.co/RTxYVn3WRo","Antonio",2009-08-23 20:50:20,FALSE,FALSE,"Tonstr"," 
","en","68232993",2,FALSE,"http://pbs.twimg.com/profile_images/779389428921929732/aEvd0b8C_normal.jpg"
"830","walk hard <ed><U+00A0><U+00BD><ed><U+00B1><U+008A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B6><U+00A4>",40189,3094,62455,3088,"https://t.co/Eiqx5cNph9","Elshima  <U+263E>",2014-10-26 17:40:00,FALSE,FALSE,"Horan93Xbae","New York ","en","2845488989",8,FALSE,"http://pbs.twimg.com/profile_images/828908597753081856/GHsyxYUI_normal.jpg"
"831","Snapchat: luc_0620",28798,1244,25904,813,NA,"Bernab<U+00E9> Balbuena",2010-07-26 23:57:35,FALSE,FALSE,"BernabeBalbuena","Paraguay","es","171272286",16,FALSE,"http://pbs.twimg.com/profile_images/801274419293392896/MzVvDiss_normal.jpg"
"832","Hi ya'll,I love sweepstaking & Contest.",12566,458,732,2251,NA,"Shirley Talabock",2014-11-21 17:24:05,FALSE,FALSE,"shirleytala","Folsom,LA.","en","2887123828",17,FALSE,"http://pbs.twimg.com/profile_images/539942571871449088/4v0aprJO_normal.jpeg"
"833","#ChicasJoanne",54287,1846,22330,29,NA,"Million Reasons <ed><U+00A0><U+00BC><ed><U+00BC><U+009A>",2010-03-10 04:26:46,FALSE,FALSE,"beibied","CDMX","es","121646961",9,FALSE,"http://pbs.twimg.com/profile_images/832713223854030848/syIUunEz_normal.jpg"
"834","BMC is a global leader in software solutions that help IT transform traditional businesses into digital enterprises for the ultimate competitive advantage.",20924,59283,2811,20750,"http://t.co/Ru8nqsJPKO","BMC Software",2007-03-30 03:00:18,FALSE,TRUE,"BMCSoftware","San Jose & Houston","en","2928731",1351,FALSE,"http://pbs.twimg.com/profile_images/519321077680324609/lTuOapXb_normal.png"
"835","DREAMS + HARD WORK = REALITY...
//
<U+0928><U+092E><U+0938><U+094D><U+0924><U+0947> <ed><U+00A0><U+00BD><ed><U+00B3><U+00BF><U+2651><ed><U+00A0><U+00BC><ed><U+00BD><U+0083>",40720,1810,54885,2570,"https://t.co/UjVzOIATAc","Abdiel Gonz<U+00E1>lez <U+0950>",2009-09-18 00:27:14,FALSE,FALSE,"Abdi1496","Panama City, PTY","en","75156434",23,FALSE,"http://pbs.twimg.com/profile_images/526947201382375424/xLS2k1MW_normal.jpeg"
"836","Had the 1st ticket on the Trump Train",365,33,5,77,NA,"Schuler BRYAN",2017-01-29 15:28:45,FALSE,FALSE,"Trumpmypotus","Mooringsport,La","en","825727390554923009",0,FALSE,"http://pbs.twimg.com/profile_images/829755658308304896/MwS7CQ-G_normal.jpg"
"837","hiii im just a human on a phone like you.",12262,1674,2636,417,"https://t.co/D8Q5MzVsAX","kay",2014-10-04 00:13:48,FALSE,FALSE,"joelsbutter","nyc","en","2803186497",19,FALSE,"http://pbs.twimg.com/profile_images/828353487339712512/WXaXyFXH_normal.jpg"
"838","21 | Spina Bifida | YouTuber | Fashionista | Fairytales, TrueLove & MAGIC | OnceUponATime & CaptainSwan Fan!",278198,733,288845,268,"https://t.co/FWOJWEer3I","Alyssa Marie De<ed><U+00A0><U+00BD><ed><U+00B0><U+00A3>Meo",2011-03-05 18:17:38,FALSE,FALSE,"AlyssaDeMeo","Hightstown, New Jersey ","en","261317516",143,FALSE,"http://pbs.twimg.com/profile_images/827976360928956416/qiZJ6bm3_normal.jpg"
"839","""we have been informed via her representatives""",213046,7466,63110,332,"https://t.co/KKWAwx3LZ0","Shay |-/",2013-07-06 19:21:01,FALSE,FALSE,"mines_lauren","#LaurenDefenseSquad","en","1573481750",87,FALSE,"http://pbs.twimg.com/profile_images/762648932379922432/65ibAgNL_normal.jpg"
"840","cause i'm sick of losing soulmates.                          it's real. you're real.",32891,640,5051,385,NA,"mel <ed><U+00A0><U+00BD><ed><U+00B0><U+00A5>",2010-08-28 21:39:07,FALSE,FALSE,"doddleregui","Bolivia o algo asi ","es","184167239",12,FALSE,"http://pbs.twimg.com/profile_images/827400584944758784/bX8Yw0-n_normal.jpg"
"841","",286,25,1860,129,"https://t.co/SfqhfE0xAZ","snownuh",2015-07-16 14:46:36,FALSE,FALSE,"noerchenwhite","Germany","de","3378928354",2,FALSE,"http://pbs.twimg.com/profile_images/795387980340985856/hHqK2Xb5_normal.jpg"
"842","Parce qu'<U+00EA>tre B<U+00E9>ninois constitue une t<U+00E2>che complexe ! De @229People <U+264D>",30830,1485,564,752,"https://t.co/wrIrftU4iB","VI - IX - MCMXCIX",2012-01-18 15:23:01,FALSE,FALSE,"ItsMeYoussouf","Cotonou, Benin","fr","467523495",24,FALSE,"http://pbs.twimg.com/profile_images/815288838402744324/a0OsgHIH_normal.jpg"
"843","Buy JOANNE on iTunes NOW! Including the HIT single MILLION REASONS",33008,605,60615,326,NA,"Monster Fer",2014-03-30 01:56:51,FALSE,FALSE,"Daxofor1","Argentina","es","2445951467",30,FALSE,"http://pbs.twimg.com/profile_images/790355240331673600/adjFplhB_normal.jpg"
"844","Yu-Gi-Hoe #SquadIST #NoLimit",121072,1114,1053,113,"https://t.co/32Sag0DpCE","bad romance",2012-02-10 19:24:47,FALSE,FALSE,"MusicNotDaBling","Monster Ball Paris","fr","488718078",33,FALSE,"http://pbs.twimg.com/profile_images/825457583368630275/trF88EnI_normal.jpg"
"845","22<U+264E><U+FE0F>  | Snapchat: @rfhernandez94",5543,21871,12127,15962,"https://t.co/DXxL92qGC9","Rafael Hernandez",2015-09-16 02:29:42,FALSE,FALSE,"ohsorafa","Los Angeles, CA","en","3577877832",19,FALSE,"http://pbs.twimg.com/profile_images/832717010689593344/BEH_weVx_normal.jpg"
"846","Live Laugh Breathe @DavidDobrik @LizaKoshy",427,25,577,272,NA,"Kalani Kiefer",2015-09-26 00:01:28,FALSE,FALSE,"dL_doshy","CHI || LA","en","3776161107",1,FALSE,"http://pbs.twimg.com/profile_images/810377344779223040/QAkasdcx_normal.jpg"
"847","petty",679,168,165,105,NA,"Andii",2016-10-10 18:42:33,FALSE,FALSE,"andiistetina","Farmington, MO","en","785551106898288641",1,FALSE,"http://pbs.twimg.com/profile_images/824719578429345793/xKDVS0wR_normal.jpg"
"848","you were right on the border",43781,2812,43815,2223,"https://t.co/1KgjTZrIpL","king j",2014-06-17 00:13:48,FALSE,FALSE,"freedungrande","x3","en","2571888871",34,FALSE,"http://pbs.twimg.com/profile_images/828064013837701120/frX5XZJ-_normal.jpg"
"849","I believe in dreams can change life's for that to happen one has got take responsibility and not hope but Believe..... that when miracles happen",199738,1808,1888,2786,NA,"EstherN",2016-04-20 22:00:54,FALSE,FALSE,"esther95737599","Believe in yourself","en","722907923660283904",75,FALSE,"http://pbs.twimg.com/profile_images/726778893382897664/W_JKtuOx_normal.jpg"
"850","20. Modern languages, UCV. Mago a medio tiempo. Dicen que el esp<U+00ED>ritu de un rebelde y un viajero habitan en mi.",78732,2896,1263,960,"https://t.co/Swy4q6tVWU","Kristhian.",2010-03-27 18:44:42,FALSE,FALSE,"MrKristhian","Caracas, Venezuela","es","127008482",49,FALSE,"http://pbs.twimg.com/profile_images/831982567033282560/801T67hc_normal.jpg"
"851","I wanna be like paris hilton",8700,538,18651,1384,NA,"bad gaymance",2016-07-16 10:03:51,FALSE,FALSE,"THEFAMELEGEND","wrestling & pop culture","en","754255217072283648",12,FALSE,"http://pbs.twimg.com/profile_images/832405170361282562/HZO-holY_normal.jpg"
"852","Well snap my suspenders and call me Wilde!",5639,297,5086,116,"http://t.co/DBfOKcfVEB","OU Hipster",2013-10-18 21:41:46,FALSE,FALSE,"OUHlpster","Donkey Coffee","en","1969587846",177,FALSE,"http://pbs.twimg.com/profile_images/534277708751306752/LmNhiJz7_normal.jpeg"
"853","Dreamer.Lover.Fighter.Winner",4830,42,4479,47,"http://t.co/h6WUvcNEMt","Terrence Terrell",2015-02-25 16:03:44,FALSE,FALSE,"lAMTERRENCET","HOLLYWOOD","en","3062455612",99,FALSE,"http://pbs.twimg.com/profile_images/594571873951744000/9beDlLJp_normal.jpg"
"854","If everything was gonna change, was it worth it?",47321,2122,21067,1358,NA,"LG",2010-07-04 20:11:25,FALSE,FALSE,"LuckyOneMonster","By the sea","en","162827609",59,FALSE,"http://pbs.twimg.com/profile_images/818914987783487488/lOgGuwC-_normal.jpg"
"855","I'm a gay travel blogger, sharing useful information about gay travel and hilarious tales of my trips to the world's gayest destinations.",156,306,56,592,"https://t.co/vCLX6qmZtG","The Gay Tourist",2017-02-07 22:13:35,FALSE,FALSE,"gaytouristblog","Cheltenham, England","en-gb","829090760490377218",3,FALSE,"http://pbs.twimg.com/profile_images/829092595401912321/DIfR4lqj_normal.jpg"
"856","that's hot",11774,474,4439,664,NA,"blair",2013-09-04 05:14:37,FALSE,FALSE,"bl4irrr","Glasgow, Scotland","en","1727626230",5,FALSE,"http://pbs.twimg.com/profile_images/816700763636432908/vLOZwUpK_normal.jpg"
"857","aries, soh golf",6742,162,12750,108,NA,"jm",2014-09-17 23:40:00,FALSE,FALSE,"jmiranda01171","San Diego, CA","en","2815905415",3,FALSE,"http://pbs.twimg.com/profile_images/823277426465640450/wsRvyI7i_normal.jpg"
"858","Mau Follback ? Mention Aja.",5677,223,5013,119,"http://t.co/PD326Al5Jt","Cha-Cha",2013-10-18 19:05:36,FALSE,FALSE,"Cha25eemm","taipe","en","1969416902",159,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png"
"859","if you're ever sad just remember that the world is about 4.5 billion years old & you managed to exist at the same time as fifth harmony",40087,1494,76216,560,"https://t.co/NXVj9pYALT","<U+2655>Di'Andre | 7/27",2014-01-19 18:47:21,FALSE,FALSE,"DiAndreD","NJ","en","2292154007",29,FALSE,"http://pbs.twimg.com/profile_images/821971833905934336/1Nf6xhN1_normal.jpg"
"860","@gabrielkersten always",17664,380,31877,194,NA,"A$AV ROCKY",2013-02-13 20:34:47,FALSE,FALSE,"llekvas","Arkansas, USA","en","1176773329",1,FALSE,"http://pbs.twimg.com/profile_images/831671992877084672/REHxJIno_normal.jpg"
"861","10. no more sad songs",70343,5996,6030,5917,"https://t.co/sKCwVNVvvs","evelyn",2014-07-04 13:19:18,FALSE,FALSE,"etherealouiss","lm, ts, hs.","es","2603482946",8,FALSE,"http://pbs.twimg.com/profile_images/830572307030605825/sDS7u4ia_normal.jpg"
"862","it was a perfect illusion <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>",4644,278,8399,184,NA,"Danny <U+2728>",2013-07-20 07:13:57,FALSE,FALSE,"dannymacisaac","Venus","en","1607692297",7,FALSE,"http://pbs.twimg.com/profile_images/832578064588668929/LaIvE50g_normal.jpg"
"863","in a fetal position bc luke :(",5536,248,5167,126,NA,"inactive",2013-10-18 19:52:07,FALSE,FALSE,"messyn4rry","0 / 4","en","1969442940",142,FALSE,"http://pbs.twimg.com/profile_images/534289192688570368/9TrwPjih_normal.jpeg"
"864","Five since the beginning, five until the end.<ed><U+00A0><U+00BD><ed><U+00B2><U+008E> @ladygaga always. All the fluff<U+2122>",4059,260,2258,428,"https://t.co/v1XnuEBqvm","Lina <U+2206>.",2016-07-12 04:13:30,FALSE,FALSE,"xjaureginfinite","Colombia","es","752717496382287872",13,FALSE,"http://pbs.twimg.com/profile_images/817461149797060609/_tUrymC3_normal.jpg"
"865","looking for love in all the wrong places.",62825,3603,36807,133,"https://t.co/gzYTsLEslQ","#1274",2014-09-13 06:32:01,FALSE,FALSE,"HarmonyWeeknd","planet green eyes <U+2022>6/6<U+2022> #1274 ","en","2768603799",23,FALSE,"http://pbs.twimg.com/profile_images/832716116132638720/K32HUNPT_normal.jpg"
"866","About to have Family Photo Shoot?  Visit KKB for all your Child;s Clothing needs.. Contact me to earn FREE clothes & cash!",2837,36,2823,514,"http://t.co/n6yrFVqXn2","Kellys Kids Burleson",2014-04-15 14:34:38,FALSE,FALSE,"KellysKids33515","Burleson,TX","en","2486689587",79,FALSE,"http://pbs.twimg.com/profile_images/593627275456688128/Bt5lGyLX_normal.jpg"
"867","Lady Gaga liked on 10/21/16 <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>",44233,868,79489,555,NA,"Grigio Boy",2011-09-10 13:01:24,FALSE,FALSE,"gagaIegend","Italia","it","371229907",27,FALSE,"http://pbs.twimg.com/profile_images/828455520390488065/6Dwb0CSZ_normal.jpg"
"868","Hoje 50 negros foram espancados pela pol<U+00ED>cia mas o mundo s<U+00F3> quer saber o que vai acontecer com a branquelinha que caiu no po<U+00E7>o,twitter alternativo:@gelfeliz2231",32305,2155,24889,1614,NA,"DANCIN' IN CIRCLES",2011-10-10 15:55:11,FALSE,FALSE,"IamPrincessDie","Bahia, Brasil","pt","388342187",11,FALSE,"http://pbs.twimg.com/profile_images/830164756887695360/7UYAJkKT_normal.jpg"
"869","soy ot5, no gilipollas",59122,4924,12354,2426,NA,"read md camila",2013-11-04 01:54:30,FALSE,FALSE,"camilaspolarize","spain","es","2173132789",26,FALSE,"http://pbs.twimg.com/profile_images/821053402234949632/IVbe_lwg_normal.jpg"
"870","#JeyCloud Vendedor de sue<U+00F1>os y fabricante de la noche.",28768,168,125,11,"http://t.co/x3IrqEW8Te","Jhorgee Arvizu",2011-04-29 20:01:24,FALSE,FALSE,"Jhorgeearz","Nebraska","es","290140451",12,FALSE,"http://pbs.twimg.com/profile_images/702622224650412032/Bmb3BjRQ_normal.jpg"
"871","I'm dumb and love my bros",5724,284,5004,137,NA,"Zuni Stromberg",2013-10-18 18:17:58,FALSE,FALSE,"ZunlThoughts","Huntington Beach, CA","en","1969346150",172,FALSE,"http://pbs.twimg.com/profile_images/534295832598953985/W9kW4oSW_normal.jpeg"
"872","Professional fangirl | Little Monster & H4rmonizer | They dropped the fifth but added the harmony | No egos leads to more zeros",66868,647,3087,143,NA,"Ana Thais",2010-07-20 15:40:11,FALSE,FALSE,"unicornalren","Depression Land","pt","168703898",23,FALSE,"http://pbs.twimg.com/profile_images/830611172260974592/W8MZ5Nx3_normal.jpg"
"873","Sometimes you're flush and sometimes you're bust, and when you're up, it's never as good as it seems, and when you're down, you never think you'll be up.",2764,32,2749,51,NA,"Justin Mendelson",2015-02-25 18:50:25,FALSE,FALSE,"justlnmendelson","Plainview,NY","en","3062916813",77,FALSE,"http://pbs.twimg.com/profile_images/594589307173609472/fCIrdPYx_normal.jpg"
"874","Queen of spiritual connection to Gagi... that's all... Long live Godga.... I only answer to Lady Gaga",598,29,74,37,"https://t.co/LdtTMvblv3","The Gaga Monster",2016-02-13 12:46:02,FALSE,FALSE,"xoxoJoannebish","London, England","en-gb","4904678098",0,FALSE,"http://pbs.twimg.com/profile_images/831936391437307904/P-dt8K4o_normal.jpg"
"875","luckiest woman, mother & wife ALIVE! #Draintheswamp #TRUMP #GOD #GUNS #DEPLORABLES #Maga #TRUMP #Heismypresident #NRA #MakeAmericaGreatAgain",12115,2428,23713,4848,"https://t.co/0JQ6vCPd2k","Tiffbomb",2016-11-10 03:19:08,FALSE,FALSE,"Tiffbomb2","Lakeside, CA","en","796552745616490496",15,FALSE,"http://pbs.twimg.com/profile_images/821786617467715584/gWQ_aJix_normal.jpg"
"876","everything I do is extra",22439,668,14506,505,"https://t.co/oY6z4u1nol","Advil Lavigne",2009-04-18 17:37:44,FALSE,FALSE,"410FORTIN","Chicago, IL","en","32952526",6,FALSE,"http://pbs.twimg.com/profile_images/824451136312729600/qdsBZQH5_normal.jpg"
"877","Im A MuthaFucking Unicorn, who also happens to be a Meme Queen,  Whos obssesed with RPDR!! <ed><U+00A0><U+00BD><ed><U+00B2><U+0085> IG @tylertequila",29332,945,20429,787,"https://t.co/z3BgheCNrs","Tyler Tequila",2014-03-18 21:39:36,FALSE,FALSE,"TheTylerGrillon","Arizona, USA","en","2396813515",20,FALSE,"http://pbs.twimg.com/profile_images/828461779764207616/Wvp2iRyG_normal.jpg"
"878","Real asz nigga .. respect kum first it's a mutual thing follow me iMite follow bakk u keep it 100 iKeep it 1000 ..",3023,37,2797,917,NA,"<U+00A6><U+00BB>'Central State'<U+00AB><U+00A6>",2012-06-24 08:37:08,FALSE,FALSE,"D_Clyde71","'Sum Wea Lost N Da Ga'","en","617002542",83,FALSE,"http://pbs.twimg.com/profile_images/593627376073871360/HS9ogrNr_normal.jpg"
"879","96'",65529,601,3406,213,"https://t.co/B9FoT6zndY","Nabil Mirza",2011-10-14 02:48:48,FALSE,FALSE,"MuhdNabilMirza","Kota Damansara, Selangor","en","390509144",30,FALSE,"http://pbs.twimg.com/profile_images/807863486457880577/izuUFgnG_normal.jpg"
"880","Lord loving, Happy wife, Entrepreneur, Conservative. Small business owner. (yes, I see the redundancy) CHL holder. God Blesses Every Day.It's Up To Us To Notice",2138,154,2815,138,NA,"Nancy",2014-01-02 23:31:58,FALSE,FALSE,"nflp88","Texas, USA","en","2273687712",3,FALSE,"http://pbs.twimg.com/profile_images/830903291907362817/Fa5YGlun_normal.jpg"
"881","#TrumpTrain #SJW continue w/ the growing list of name calling, just don't b surprised when no 1 listens or takes you seriously.",125837,14601,83451,15713,NA,"BossyCowgurl",2012-11-20 02:32:23,FALSE,FALSE,"BossyCowgurl84","Below the Mason Dixon Line !","en","959349781",295,FALSE,"http://pbs.twimg.com/profile_images/796007943175028736/5dm5fan9_normal.jpg"
"882","Advice for the young at heart",41304,1889,39716,2080,NA,"Itzel",2010-04-12 20:57:18,FALSE,FALSE,"Haus_of_Itzel","The 80's","en","132291715",25,FALSE,"http://pbs.twimg.com/profile_images/778487016228990976/7rN8g10U_normal.jpg"
"883","dou rebu<U+00E7>ados.  Miley <U+2764>   Porto. Le<U+00E3>o<U+264C>  snap: luismartins2307 insta: o_constelacoes
fb: https://t.co/KxfZB4sgZw<U+2026>",28329,3063,5772,763,"https://t.co/eqFVoSMJRK","O Constela<U+00E7><U+00F5>es",2013-12-11 18:45:18,FALSE,FALSE,"23_Luis_Cyrus","Paredes, Portugal","pt","2241208957",12,FALSE,"http://pbs.twimg.com/profile_images/831144944731570178/UmcU23NG_normal.jpg"
"884","<ed><U+00A0><U+00BD><ed><U+00B6><U+00A4>|SC: dieggs1|<ed><U+00A0><U+00BD><ed><U+00B6><U+00A4>",41033,1836,173569,2185,"https://t.co/14xJMuSUq0","VaginalM<U+00F8><U+00F8>n<U+0142>ight",2010-08-16 00:10:20,FALSE,FALSE,"cakelikeDiego","currently not in formation","en","178897275",13,FALSE,"http://pbs.twimg.com/profile_images/721191861054889984/-t-4CDNb_normal.jpg"
